"id","text","unit","updated","firstPeriod","latestPeriod","active","variables"
"LIVES1","Livskvalitet","-","2016-07-09T09:00:00","2015","2015",TRUE,"tilfredshed,enhed,socioøkonomisk status,område,køn,tid"
"LIVES2","Livskvalitet","-","2016-09-15T09:00:00","2015","2015",TRUE,"meningsfuldhed,enhed,socioøkonomisk status,område,køn,tid"
"LIVES3","Livskvalitet","-","2016-09-15T09:00:00","2015","2015",TRUE,"sindstilstand,enhed,socioøkonomisk status,område,køn,tid"
"LIVES4","Livskvalitet","-","2016-09-15T09:00:00","2015","2015",TRUE,"helbred,enhed,socioøkonomisk status,område,køn,tid"
"LIVES5","Livskvalitet","-","2016-09-15T09:00:00","2015","2015",TRUE,"livsrestriktioner,enhed,socioøkonomisk status,område,køn,tid"
"LIVES6","Livskvalitet","-","2016-09-15T09:00:00","2015","2015",TRUE,"dagligdag,enhed,socioøkonomisk status,område,køn,tid"
"LIVES7","Livskvalitet","-","2016-09-15T09:00:00","2015","2015",TRUE,"sociale relationer,enhed,socioøkonomisk status,område,køn,tid"
"LIVES8","Livskvalitet","-","2016-09-15T09:00:00","2015","2015",TRUE,"økonomi,enhed,socioøkonomisk status,område,køn,tid"
"LIVES9","Livskvalitet","-","2016-09-15T09:00:00","2015","2015",TRUE,"tillid,enhed,socioøkonomisk status,område,køn,tid"
"LIVES10","Livskvalitet","-","2016-09-15T09:00:00","2015","2015",TRUE,"tryghed og anerkendelse,enhed,socioøkonomisk status,område,køn,tid"
"LIVLK1","Livskvalitet","-","2016-07-09T09:00:00","2015","2015",TRUE,"tilfredshed,enhed,kontakt til læge,område,køn,tid"
"LIVLK2","Livskvalitet","-","2016-09-15T09:00:00","2015","2015",TRUE,"meningsfuldhed,enhed,kontakt til læge,område,køn,tid"
"LIVLK3","Livskvalitet","-","2016-09-15T09:00:00","2015","2015",TRUE,"sindstilstand,enhed,kontakt til læge,område,køn,tid"
"LIVLK4","Livskvalitet","-","2016-09-15T09:00:00","2015","2015",TRUE,"helbred,enhed,kontakt til læge,område,køn,tid"
"LIVLK5","Livskvalitet","-","2016-09-15T09:00:00","2015","2015",TRUE,"livsrestriktioner,enhed,kontakt til læge,område,køn,tid"
"LIVLK6","Livskvalitet","-","2016-09-15T09:00:00","2015","2015",TRUE,"dagligdag,enhed,kontakt til læge,område,køn,tid"
"LIVLK7","Livskvalitet","-","2016-09-15T09:00:00","2015","2015",TRUE,"sociale relationer,enhed,kontakt til læge,område,køn,tid"
"LIVLK8","Livskvalitet","-","2016-09-15T09:00:00","2015","2015",TRUE,"økonomi,enhed,kontakt til læge,område,køn,tid"
"LIVLK9","Livskvalitet","-","2016-09-15T09:00:00","2015","2015",TRUE,"tillid,enhed,kontakt til læge,område,køn,tid"
"LIVLK10","Livskvalitet","-","2016-09-15T09:00:00","2015","2015",TRUE,"tryghed og anerkendelse,enhed,kontakt til læge,område,køn,tid"
"LIVHE1","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"tilfredshed,enhed,herkomst,område,køn,tid"
"LIVHE2","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"meningsfuldhed,enhed,herkomst,område,køn,tid"
"LIVHE3","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"sindstilstand,enhed,herkomst,område,køn,tid"
"LIVHE4","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"helbred,enhed,herkomst,område,køn,tid"
"LIVHE5","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"livsrestriktioner,enhed,herkomst,område,køn,tid"
"LIVHE6","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"dagligdag,enhed,herkomst,område,køn,tid"
"LIVHE7","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"sociale relationer,enhed,herkomst,område,køn,tid"
"LIVHE8","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"økonomi,enhed,herkomst,område,køn,tid"
"LIVHE9","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"tillid,enhed,herkomst,område,køn,tid"
"LIVHE10","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"tryghed og anerkendelse,enhed,herkomst,område,køn,tid"
"LIVFO1","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"tilfredshed,enhed,formue,område,køn,tid"
"LIVFO2","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"meningsfuldhed,enhed,formue,område,køn,tid"
"LIVFO3","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"sindstilstand,enhed,formue,område,køn,tid"
"LIVFO4","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"helbred,enhed,formue,område,køn,tid"
"LIVFO5","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"livsrestriktioner,enhed,formue,område,køn,tid"
"LIVFO6","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"dagligdag,enhed,formue,område,køn,tid"
"LIVFO7","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"sociale relationer,enhed,formue,område,køn,tid"
"LIVFO8","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"økonomi,enhed,formue,område,køn,tid"
"LIVFO9","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"tillid,enhed,formue,område,køn,tid"
"LIVFO10","Livskvalitet","-","2016-11-07T09:00:00","2015","2015",TRUE,"tryghed og anerkendelse,enhed,formue,område,køn,tid"
"HFUDD11","Befolkningens højest fuldførte uddannelse (15-69 år)","Antal","2023-03-30T08:00:00","2008","2022",TRUE,"bopælsområde,herkomst,højest fuldførte uddannelse,alder,køn,tid"
"HFUDD16","Befolkningens højest fuldførte uddannelse (15-69 år)","Antal","2023-03-30T08:00:00","2008","2021",TRUE,"bopælsområde,højest fuldførte uddannelse,socioøkonomisk status,branche,alder,køn,tid"
"HFUDD21","Befolkningens højest fuldførte uddannelse (15-29 år)","Antal","2023-03-30T08:00:00","2008","2022",TRUE,"bopælsområde,herkomst,højest fuldførte uddannelse,igangværende uddannelse,alder,køn,tid"
"LABY19","Befolkningens højest fuldførte uddannelse (15-69 år)","Antal","2023-09-25T08:00:00","2008","2022",TRUE,"kommunegruppe,højeste fuldførte uddannelse,alder,tid"
"STATUS10","18 - 25 åriges ungdomsuddannelser","Antal","2022-04-05T08:00:00","2005","2021",TRUE,"uddannelsesstatus,alder,køn,tid"
"STATUS12","18-25 årige","Antal","2022-04-05T08:00:00","2005","2021",TRUE,"status for ungdomsuddannelse,alder,forældres højest fuldførte uddannelse,tid"
"STATUS14","18-25 årige","Antal","2022-04-05T08:00:00","2005","2021",TRUE,"status,alder,forældres indkomstniveau,tid"
"STATUS16","18-25 årige","Antal","2022-04-05T08:00:00","2005","2021",TRUE,"status for ungdomsuddannelse,alder,forældres beskæftigelsesstatus,tid"
"STATUS24","18-25 årige","Antal","2022-04-05T08:00:00","2005","2021",TRUE,"status for ungdomsuddannelse,alder,gns. grundskolekarakter for dansk og matematik,tid"
"STATUS20","18-25 årige","Antal","2022-04-05T08:00:00","2005","2021",TRUE,"status for ungdomsuddannelse,alder,grundskoleinstitutionstype,tid"
"STATUS22","18-25 årige","Antal","2022-04-05T08:00:00","2005","2021",TRUE,"status for ungdomsuddannelse,alder,køn,grundskolens beliggenhed,herkomst,tid"
"STATUS40","25 - 45 åriges videregående uddannelse","Antal","2022-04-27T08:00:00","2005","2021",TRUE,"uddannelsesstatus,alder,køn,tid"
"STATUS42","25-45 årige","Antal","2022-04-27T08:00:00","2005","2021",TRUE,"status for videregående uddannelse,alder,forældres højest fuldførte uddannelse,tid"
"STATUS44","25-45 årige","Antal","2022-04-27T08:00:00","2005","2021",TRUE,"status for videregående uddannelse,alder,forældres indkomstniveau,tid"
"STATUS46","25-45 årige","Antal","2022-04-27T08:00:00","2005","2021",TRUE,"status for videregående uddannelse,alder,forældres beskæftigelsesstatus,tid"
"STATUS54","25-45 årige","Antal","2022-04-27T08:00:00","2005","2021",TRUE,"status for videregående uddannelse,alder,ungdomsuddannelses karakter,tid"
"STATUS50","25-45 årige","Antal","2022-04-27T08:00:00","2005","2021",TRUE,"status for videregående uddannelse,alder,køn,grundskolens beliggenhed,herkomst,tid"
"UDDAKT10","Uddannelsesaktivitet","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"bopælsområde,uddannelse,alder,køn,status,tid"
"UDDAKT11","Uddannelsesaktivitet","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"institutionens beliggenhedsområde,uddannelse,alder,køn,status,tid"
"UDDAKT12","Uddannelsesaktivitet","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"uddannelse,alder,herkomst,national oprindelse,køn,status,tid"
"UDDAKT20","Uddannelsesaktivitet i grundskolen","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"uddannelse,alder,herkomst,national oprindelse,køn,grundskoleinstitutionstype,bopælsområde,status,tid"
"SPECIAL1","Elever, grundskolen","Antal","2023-06-23T08:00:00","2011","2022",TRUE,"klassetrin,skoletype,specialundervisning,herkomst,køn,tid"
"SPECIAL2","Elever, grundskolen","Antal","2023-06-26T08:00:00","2011","2022",TRUE,"klassetrin,specialundervisning,herkomst,køn,tid"
"SPECIAL3","Elever, grundskolen (efterskoler)","Antal","2023-06-30T08:00:00","2011","2021",TRUE,"specialundervisning,tid"
"KVOTIEN","Klassekvotienter i grundskolen","Kvotienter","2023-04-17T08:00:00","2009","2022",TRUE,"område,klassetrin,skoletype,tid"
"LABY23","Uddannelsesaktivitet i grundskolen","Antal","2023-09-25T08:00:00","2007","2022",TRUE,"status,uddannelse,grundskoleinstitutionstype,kommunegruppe,tid"
"UDDAKT30","Uddannelsesaktivitet på gymnasiale uddannelser","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"uddannelse,bopælsregion,herkomst,national oprindelse,køn,status,tid"
"UDDAKT34","Uddannelsesaktivitet på erhvervsfaglige uddannelser","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"uddannelse,alder,herkomst,national oprindelse,køn,status,uddannelsesdel,tid"
"UDDAKT35","Uddannelsesaktivitet på erhvervsfaglige uddannelser","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"uddannelse,alder,herkomst,national oprindelse,køn,status,uddannelsesform,tid"
"UDDAKT40","Uddannelsesaktivitet på korte videregående uddannelser","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"uddannelse,alder,herkomst,national oprindelse,køn,status,tid"
"UDDAKT50","Uddannelsesaktivitet på mellemlange videregående  uddannelser","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"uddannelse,alder,herkomst,national oprindelse,køn,status,tid"
"UDDAKT60","Uddannelsesaktivitet på bacheloruddannelser","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"uddannelse,alder,herkomst,national oprindelse,køn,status,tid"
"UDDAKT70","Uddannelsesaktivitet på lange videregående uddannelser","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"uddannelse,alder,herkomst,national oprindelse,køn,status,tid"
"PHD2","Tildelte phd grader","Antal","2023-06-30T08:00:00","1996","2022",TRUE,"hovedområder,køn,tid"
"PHD1","Tilgang af studerende, phd uddannelserne","Antal","2023-06-30T08:00:00","1996","2022",TRUE,"hovedområder,køn,tid"
"PHD3","Bestand af studerende, phd uddannelserne","Antal","2023-06-30T08:00:00","1996","2022",TRUE,"hovedområder,køn,tid"
"UDVSTD02","Udvekslingsstuderende","Antal","2023-04-18T08:00:00","2010","2022",TRUE,"køn,udveksling,opholds varighed,uddannelse,område,tid"
"INST10","Grundskoler","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"status,institution,uddannelse,herkomst,køn,tid"
"INST11","Uddannelsesinstitutioner med almengymnasiale uddannelser","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"status,institution,uddannelse,herkomst,køn,tid"
"INST12","Uddannelsesinstitutioner med erhvervsgymnasiale uddannelser","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"status,institution,uddannelse,herkomst,køn,tid"
"INST15","Uddannelsesinstitutioner med erhvervsfaglige uddannelser","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"status,institution,uddannelse,herkomst,køn,alder,tid"
"INST16","Erhvervsakademier","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"status,institution,uddannelse,herkomst,køn,alder,tid"
"INST17","Professionshøjskoler","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"status,institution,uddannelse,herkomst,køn,alder,tid"
"INST18","Maritime uddannelsesinstitutioner","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"status,institution,uddannelse,herkomst,køn,alder,tid"
"INST19","Politiet og forsvarets uddannelsesinstitutioner","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"status,institution,uddannelse,herkomst,køn,alder,tid"
"INST20","Universiteter","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"status,institution,uddannelse,herkomst,køn,alder,tid"
"INST25","Kunstneriske og kulturelle uddannelsesinstitutioner","Antal","2023-01-27T08:00:00","2005","2022",TRUE,"status,institution,uddannelse,herkomst,køn,alder,tid"
"FORLOB10","Fra grundskole til fortsat uddannelse","Antal","2023-08-03T08:00:00","2022","2022",TRUE,"afgangsårgang,afgangseksamen,afgangsinstitutionsregion,uddannelsesstatus,statustidspunkt efter afgang,uddannelse,køn,herkomst,tid"
"FORLOB15","Fra gymnasiale uddannelser til fortsat uddannelse","Antal","2023-08-03T08:00:00","2022","2022",TRUE,"afgangsårgang,afgangseksamen,afgangsinstitutionsregion,uddannelsesstatus,statustidspunkt efter afgang,uddannelse,køn,herkomst,tid"
"OVGARB10","Fra uddannelsesgrupper til fortsat uddannelse eller arbejdsmarked","Antal","2023-08-08T08:00:00","2012","2019",TRUE,"slutuddannelse i gruppen,herkomst,køn,uddannelsesstatus,status efter afgang,statustidspunkt efter afgang,alder ved afgang fra gruppe,tid"
"GENMF10","Gennemførsel af uddannelsesgrupper","Antal","2023-03-08T08:00:00","2008","2022",TRUE,"startuddannelse i gruppen,herkomst,køn,status ved 1 og 5 år,alder ved start på gruppe,tid"
"VEU20","Kursusdeltagelse ved voksen og efteruddannelse","Antal","2023-02-24T08:00:00","2005","2022",TRUE,"uddannelsesområde,bopælsområde,alder,køn,tidsangivelse,enhed,tid"
"VEUHEL10","Personer der har fuldført en hel voksenuddannelse","Antal","2023-02-28T08:00:00","2005","2022",TRUE,"uddannelse,alder,køn,herkomst,tidsangivelse,tid"
"VEUHEL20","Personer der har fuldført en hel voksenuddannelse","Antal","2023-02-28T08:00:00","2005","2022",TRUE,"uddannelse,køn,højest fuldførte uddannelse,tidsangivelse,tid"
"AES1A","Voksne i uddannelse (AES)","Antal","2018-06-28T08:00:00","2011","2016",TRUE,"køn,alder,uddannelsesniveau,beskæftigelsesstatus,urbaniseringsgrad,formel uddannelse,ikke formel uddannelse,tid"
"AES2A","Voksne i uddannelse","Antal","2018-06-28T08:00:00","2011","2016",TRUE,"køn,alder,uddannelsesniveau,beskæftigelsesstatus,urbaniseringsgrad,årsag til ikke formel uddannelse,tid"
"CVTS1","Efteruddannelse i virksomhederne (CVTS)","Pct.","2022-06-28T08:00:00","2005","2020",TRUE,"type af efteruddannelse på virksomhed,antal ansatte,tid"
"VEUHOJ11","Kursusdeltagelse i lange højskolekurser","Antal","2023-02-24T08:00:00","2005","2022",TRUE,"uddannelsesområde,alder,køn,institutionstype,tidsangivelse,enhed,tid"
"VEUHOJ21","Kursusdeltagelse i korte højskolekurser","Antal","2023-02-24T08:00:00","2011","2022",TRUE,"uddannelsesområde,alder,køn,institutionstype,tidsangivelse,enhed,tid"
"FOHOJ01","Antallet af højskolekursister","Antal","2023-05-03T08:00:00","2016","2022",TRUE,"kursustype,køn,alder,herkomst,enhed,tidsangivelse,tid"
"FOHOJ02A","Antallet af højskolekursister på mellemlange og lange kurser","Antal","2023-05-03T08:00:00","2016","2022",TRUE,"køn,alder,højeste fuldførte uddannelse i familien,enhed,tidsangivelse,tid"
"FOHOJ02B","Antallet af højskolekursister på mellemlange og lange kurser","Antal","2023-05-03T08:00:00","2016","2022",TRUE,"køn,alder,ækvivaleret disponibel indkomst i familien,enhed,tidsangivelse,tid"
"FOHOJ03A","Antallet af højskolekursister på korte kurser","Antal","2023-05-03T08:00:00","2016","2022",TRUE,"køn,alder,højeste fuldførte uddannelse,enhed,tidsangivelse,tid"
"FOHOJ03B","Antallet af højskolekursister på korte kurser","Antal","2023-05-03T08:00:00","2016","2022",TRUE,"køn,alder,personlig indkomst,enhed,tidsangivelse,tid"
"FOHOJ04","Antallet af højskolekursister","Antal","2023-05-03T08:00:00","2016","2022",TRUE,"kursustype,bopælsområde,køn,institution,enhed,tidsangivelse,tid"
"FORSK01","Erhvervslivets udgifter til egen FoU","Mio. kr.","2023-02-10T08:00:00","2007","2021",TRUE,"branche - størrelsesgruppe - region mv,udgifter til egen FoU,tid"
"FORSK02","Erhvervslivets udgifter til købte FoU-tjenester","Mio. kr.","2023-02-10T08:00:00","2007","2021",TRUE,"branche - størrelsesgruppe - region mv,leverandørtype,tid"
"FORSK110","Erhvervslivets finansiering af udgifter til egen FoU","Mio. kr.","2023-02-10T08:00:00","2013","2021",TRUE,"branche - størrelsesgruppe - region mv,finansieringskilde,tid"
"FORSK112","Erhvervslivets udgifter til egen FoU","Mio. kr.","2023-02-10T08:00:00","2017","2021",TRUE,"branche - størrelsesgruppe - region mv,fag,tid"
"FORSK111","Erhvervslivets finansiering af udgifter til købte FoU-tjenester","Mio. kr.","2023-02-10T08:00:00","2013","2021",TRUE,"branche - størrelsesgruppe - region mv,finansieringskilde,tid"
"FORSK114","FoU-årsværk i erhvervslivet","Årsværk","2023-02-10T08:00:00","2013","2021",TRUE,"branche - størrelsesgruppe - region mv,personaletype,køn,tid"
"FORSK113","FoU-personale i erhvervslivet","Antal","2023-02-10T08:00:00","2013","2021",TRUE,"branche - størrelsesgruppe - region mv,personaletype,køn,tid"
"FORSK09","Erhvervslivets FoU-driftsudgifter","Mio. kr.","2023-02-10T08:00:00","2013","2021",TRUE,"branche - størrelsesgruppe - region mv,forskningstype,tid"
"FOUOFF01","FoU-personale i den offentlige sektor","Antal","2023-02-10T08:00:00","2007","2021",TRUE,"sektor,fag,personalekategori,køn,tid"
"FOUOFF02","FoU-årsværk i den offentlige sektor","Årsværk","2023-02-10T08:00:00","2007","2021",TRUE,"sektor,fag,personalekategori,køn,tid"
"FOUOFF03","FoU årsværk i den offentlige sektor","Årsværk","2023-02-10T08:00:00","2007","2021",TRUE,"formål,fag,tid"
"FOUOFF04","FoU-årsværk (pct.)","Pct.","2023-02-10T08:00:00","2007","2021",TRUE,"formål,sektor,tid"
"FOUOFF06","FoU-årsværk udført af personale på højere læreanstalter under universitetsloven","Årsværk","2023-02-10T08:00:00","2007","2021",TRUE,"institution,stillingskategori,tid"
"FOUOFF07","FoU-omkostninger i den offentlige sektor","-","2023-02-10T08:00:00","2007","2021",TRUE,"fag,omkostningstyper,tid"
"FOUOFF09","Eksternt finansierede FoU-omkostninger","Mio. kr.","2023-02-10T08:00:00","2007","2021",TRUE,"sektor,fag,finansieringskilde,tid"
"CFABNP","FoU udgifter i pct. af BNP","Pct. af bnp","2023-02-10T08:00:00","1997","2021",TRUE,"pct af BNP,tid"
"RDCE01","Udgifter til FoU","Mio. kr.","2023-02-10T08:00:00","2008","2021",TRUE,"sektor,finansieringskilde,tid"
"RDCE02","Finansiering af FoU fra udlandet","Mio. kr.","2023-02-10T08:00:00","2007","2021",TRUE,"sektor,finansieringskilde,tid"
"RDCE03","Udgifter til FoU","Mio. kr.","2023-02-10T08:00:00","2009","2021",TRUE,"sektor,udgiftspost,tid"
"RDCE042","Udgifter til FoU","Mio. kr.","2023-02-10T08:00:00","2009","2021",TRUE,"sektor,forskningstype,tid"
"RDCE05","Udgifter til FoU","Mio. kr.","2023-02-10T08:00:00","2008","2021",TRUE,"sektor,videnskabeligt hovedområde,tid"
"RDCE06","Offentlige myndigheders udgifter til FoU","Mio. kr.","2023-02-10T08:00:00","2008","2021",TRUE,"socio-økonomisk formål,tid"
"RDCP0129","Ansatte inden for FoU","Antal","2023-02-10T08:00:00","2008","2021",TRUE,"sektor,køn,personaletype,årsværk og personale,tid"
"OIN01DK","Innovative arbejdssteder i den offentlige sektor","Pct.","2020-11-26T08:00:00","2016","2019",TRUE,"sektorer og branche (DB07),innovationstype,tid"
"OIN02DK","Innovative arbejdssteder i den offentlige sektor","Pct.","2020-11-26T08:00:00","2016","2019",TRUE,"sektorer og branche (DB07),nyhedsgrad,tid"
"OIN03DK","Innovative arbejdssteder i den offentlige sektor","Pct.","2020-11-26T08:00:00","2016","2019",TRUE,"sektorer og branche (DB07),igangsætter,tid"
"OIN04DK","Innovative arbejdssteder i den offentlige sektor","Pct.","2020-11-26T08:00:00","2016","2019",TRUE,"sektorer og branche (DB07),opnået værdier,tid"
"INN21","Erhvervslivets innovationsudgifter","1.000 kr.","2021-12-16T08:00:00","2020","2020",TRUE,"branche og størrelsesgruppe,region,udgiftstype,tid"
"INN22","Innovative virksomheder","Pct.","2021-12-16T08:00:00","2020","2020",TRUE,"branche og størrelsesgruppe,region,innovationstype,tid"
"INN23","Produktinnovative virksomheder","Pct.","2021-12-16T08:00:00","2020","2020",TRUE,"branche og størrelsesgruppe,region,produktinnovationstype,tid"
"INN24","Procesinnovative virksomheder","Pct.","2021-12-16T08:00:00","2020","2020",TRUE,"branche og størrelsesgruppe,region,procesinnovationstype,tid"
"INN25","Virksomheder","Pct.","2021-12-16T08:00:00","2020","2020",TRUE,"branche og størrelsesgruppe,region,samarbejdsemne,tid"
"IPR1","Virksomheder, der har handlet med IPR","Pct.","2018-11-19T08:00:00","2007","2017",TRUE,"ressourceområde (branche),IPR-kategori,IPR-handelstype,tid"
"IPR2","Virksomheder, der har handlet med IPR","Pct.","2018-11-19T08:00:00","2007","2017",TRUE,"størrelsesgruppe,IPR-kategori,IPR-handelstype,tid"
"GF01","Generel firmastatistik","-","2023-05-03T08:00:00","2000","2021",TRUE,"branche (DB07 10-, 19-, og 127-grp.),enhed,tid"
"GF02","Generel firmastatistik","Antal","2023-05-05T08:00:00","2007","2021",TRUE,"kommune,branche (DB07 10-, 19-, 127-grp. og detaljeret),firmastørrelse (fuldtidsansatte),tid"
"GF3","Generel firmastatistik","Antal","2023-05-03T08:00:00","2000","2021",TRUE,"branche (DB07 19-grp),enhed,firmastørrelse (fuldtidsansatte),tid"
"GF5","Generel firmastatistik","Antal","2023-05-03T08:00:00","2000","2021",TRUE,"branche (DB07 10-grp),virksomhedsform,enhed,tid"
"GF8","Generel firmastatistik","-","2023-05-03T08:00:00","2001","2021",TRUE,"region,enhed,firmastørrelse (fuldtidsansatte),tid"
"GF6","Generel firmastatistik","Antal","2023-05-03T08:00:00","2000","2021",TRUE,"region,branche (DB07 10-grp),enhed,tid"
"FGF1","Foreløbig generel firmastatistik","Antal","2022-11-10T08:00:00","2016","2021",TRUE,"branche (DB07 19-grp),enhed,tid"
"FGF3","Foreløbig generel firmastatistik","Antal","2022-11-10T08:00:00","2016","2021",TRUE,"branche (DB07 10-grp.),enhed,firmastørrelse (fuldtidsansatte),tid"
"FGF6","Foreløbig generel firmastatistik","Antal","2022-11-10T08:00:00","2016","2021",TRUE,"region,branche (DB07 10-grp),enhed,tid"
"KONC1","Koncerner i Danmark","Antal","2022-09-29T08:00:00","2009","2020",TRUE,"koncernstørrelse (fuldtidsansatte),enhed,tid"
"KONC2","Koncerner i Danmark","Antal","2022-09-29T08:00:00","2009","2020",TRUE,"koncernstørrelse (firmaer),enhed,tid"
"KONC3","Firmaer i alt og firmaer der indgår i koncerner","Antal","2022-09-29T08:00:00","2009","2020",TRUE,"branche (DB07 10-grp.),statistikkilde,enhed,tid"
"KONC4","Koncerner i Danmark med to eller flere aktive firmaer","Antal","2022-09-29T08:00:00","2009","2020",TRUE,"koncernstørrelse (fuldtidsansatte),enhed,tid"
"KONC5","Koncerner i Danmark med to eller flere aktive firmaer","Antal","2022-09-29T08:00:00","2009","2020",TRUE,"koncernstørrelse (firmaer),enhed,tid"
"ERHV1","Arbejdssteder, job, fuldtidsbeskæftigede og lønsum","-","2022-11-17T08:00:00","2008","2021",TRUE,"branche (DB07),enhed,tid"
"ERHV2","Arbejdssteder og job","Antal","2022-11-17T08:00:00","2008","2021",TRUE,"område,branche (DB07 10-grp),enhed,tid"
"ERHV3","Arbejdssteder og job","Antal","2022-11-17T08:00:00","2008","2021",TRUE,"branche (DB07 10-grp.),enhed,arbejdsstedsstørrelse,tid"
"ERHV4","Arbejdssteder","Antal","2022-11-17T08:00:00","2008","2021",TRUE,"branche (DB07 127-grp),arbejdsstedsstørrelse,tid"
"ERHV5","Arbejdssteder","Antal","2022-11-17T08:00:00","2008","2021",TRUE,"område,sektor,tid"
"ERHV6","Arbejdssteder","Antal","2022-11-17T08:00:00","2008","2021",TRUE,"område,branche (DB07 10-grp.),arbejdsstedsstørrelse,tid"
"LS01","Ledige stillinger","-","2023-02-24T08:00:00","2010","2022",TRUE,"branche,enhed,størrelse,tid"
"LS02","Ledige stillinger","-","2023-02-24T08:00:00","2010","2022",TRUE,"region,enhed,tid"
"LSK01","Ledige stillinger","-","2023-08-25T08:00:00","2010K1","2023K2",TRUE,"branche,enhed,størrelse,tid"
"LSK02","Ledige stillinger","-","2023-08-25T08:00:00","2010K1","2023K2",TRUE,"region,enhed,tid"
"LSK03","Ledige stillinger (sæsonkorrigeret)","-","2023-08-25T08:00:00","2010K1","2023K2",TRUE,"enhed,sæsonkorrigering,tid"
"BEST1","Bestyrelsesmedlemmer og direktører","Antal","2023-01-25T08:00:00","2014","2021",TRUE,"type,køn,uddannelse,alder,bopælsområde,tid"
"BEST2","Bestyrelsesmedlemmer og direktører","Antal","2023-01-25T08:00:00","2014","2021",TRUE,"type,virksomhedsstørrelse,køn,tid"
"BEST3","Bestyrelsesmedlemmer og direktører","Antal","2023-01-25T08:00:00","2014","2021",TRUE,"type,virksomhedsstørrelse,uddannelse,tid"
"BEST4","Bestyrelsesmedlemmer og direktører","Antal","2023-01-25T08:00:00","2014","2021",TRUE,"type,branche (DB07 19-grp),køn,tid"
"BEST5","Bestyrelsesmedlemmer og direktører","Antal","2023-01-25T08:00:00","2014","2021",TRUE,"type,branche (DB07 19-grp),uddannelse,tid"
"FVIV","Foreløbige nye højvækstvirksomheder","-","2022-11-10T08:00:00","2013:2016","2018:2021",TRUE,"branche (DB07 10-grp),variable,tid"
"VIV","Nye højvækstvirksomheder","-","2023-06-08T08:00:00","2004:2007","2018:2021",TRUE,"branche (DB07 10-grp),variable,tid"
"DEMO1","Erhvervsdemografi","Antal","2023-05-16T08:00:00","2001","2021",TRUE,"branche (DB07 127-grp),status,enhed,tid"
"DEMO3","Erhvervsdemografi","1.000 kr.","2023-05-16T08:00:00","2001","2021",TRUE,"branche (DB07 19-grp),omsætning og eksport,tid"
"DEMO4","Erhvervsdemografi","Antal","2023-05-16T08:00:00","2007","2021",TRUE,"region,branche (DB07 10-grp),enhed,tid"
"FDEMO4","foreløbig erhvervsdemografi","Antal","2022-11-10T08:00:00","2016","2021",TRUE,"region,branche (DB07 10-grp),enhed,tid"
"DEMO5","Erhvervsdemografi","Antal","2023-05-16T08:00:00","2001","2021",TRUE,"ejerform,enhed,tid"
"DEMO6","Erhvervsdemografi","-","2023-05-16T08:00:00","2001","2021",TRUE,"branche (DB07 10-grp),enhed,startår,tid"
"DEMO8","Erhvervsdemografi","Antal","2023-05-16T08:00:00","2001","2021",TRUE,"firmastørrelse (fuldtidsansatte),enhed,tid"
